col1,col2,col3,ans
452,107,863,18
452,167,803,19
452,167,830,20
452,160,837,21
450,162,837,22
405,162,837,23
465,102,837,24
465,132,807,25
465,132,870,26
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
123,805,476,6
103,825,476,7
13,825,476,8
813,25,476,9
813,425,76,10
813,425,706,11
813,425,760,12
813,420,765,13
813,402,765,14
813,42,765,15
813,742,65,16
813,742,605,17
813,742,650,18
813,740,652,19
813,704,652,20
803,714,652,21
830,714,652,22
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
243,105,786,6
243,15,786,7
243,715,86,8
243,715,806,9
243,715,860,10
243,710,865,11
240,713,865,12
204,713,865,13
214,703,865,14
214,73,865,15
14,273,865,16
104,273,865,17
174,203,865,18
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
130,526,478,6
136,520,478,7
136,502,478,8
136,572,408,9
136,572,480,10
136,570,482,11
136,507,482,12
106,537,482,13
16,537,482,14
516,37,482,15
516,437,82,16
516,437,802,17
516,407,832,18
506,417,832,19
560,417,832,20
567,410,832,21
567,412,830,22
567,412,803,23
567,402,813,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
52,143,786,6
502,143,786,7
520,143,786,8
523,140,786,9
523,104,786,10
523,184,706,11
523,184,760,12
523,180,764,13
520,183,764,14
502,183,764,15
582,103,764,16
582,163,704,17
582,163,74,18
582,63,174,19
82,563,174,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,760,6
152,480,763,7
150,482,763,8
105,482,763,9
15,482,763,10
415,82,763,11
415,782,63,12
415,782,603,13
415,702,683,14
405,712,683,15
450,712,683,16
452,710,683,17
452,701,683,18
452,781,603,19
452,781,630,20
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
23,185,476,6
203,185,476,7
230,185,476,8
235,180,476,9
235,108,476,10
235,18,476,11
235,418,76,12
235,418,706,13
235,408,716,14
235,48,716,15
35,248,716,16
305,248,716,17
350,248,716,18
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,16,478,7
253,416,78,8
253,416,708,9
253,416,780,10
253,410,786,11
253,401,786,12
253,41,786,13
53,241,786,14
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,206,758,6
413,260,758,7
410,263,758,8
401,263,758,9
461,203,758,10
461,230,758,11
461,238,750,12
461,238,705,13
461,238,75,14
461,38,275,15
461,308,275,16
461,378,205,17
461,378,250,18
461,370,258,19
461,307,258,20
461,37,258,21
461,237,58,22
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
13,526,478,6
513,26,478,7
513,426,78,8
513,426,708,9
513,406,728,10
503,416,728,11
53,416,728,12
453,16,728,13
453,106,728,14
453,160,728,15
453,168,720,16
453,168,702,17
453,168,72,18
453,68,172,19
453,608,172,20
403,658,172,21
430,658,172,22
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,745,860,6
123,740,865,7
120,743,865,8
102,743,865,9
142,703,865,10
142,73,865,11
142,873,65,12
142,873,605,13
142,873,650,14
142,870,653,15
142,807,653,16
142,87,653,17
42,187,653,18
402,187,653,19
420,187,653,20
427,180,653,21
427,108,653,22
407,128,653,23
47,128,653,24
147,28,653,25
147,628,53,26
147,628,503,27
147,608,523,28
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,753,86,6
412,753,806,7
412,753,860,8
412,750,863,9
412,705,863,10
412,75,863,11
412,875,63,12
412,875,603,13
412,875,630,14
412,870,635,15
412,807,635,16
402,817,635,17
420,817,635,18
427,810,635,19
427,801,635,20
427,831,605,21
427,831,650,22
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
123,746,58,4
123,746,508,5
123,746,580,6
123,740,586,7
123,704,586,8
123,784,506,9
123,784,560,10
123,780,564,11
120,783,564,12
102,783,564,13
182,703,564,14
182,730,564,15
182,734,560,16
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,705,846,6
123,75,846,7
23,175,846,8
203,175,846,9
273,105,846,10
273,150,846,11
270,153,846,12
207,153,846,13
257,103,846,14
257,13,846,15
257,813,46,16
257,813,406,17
257,813,460,18
257,810,463,19
257,801,463,20
257,81,463,21
257,481,63,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,402,786,6
105,432,786,7
15,432,786,8
415,32,786,9
415,302,786,10
405,312,786,11
450,312,786,12
452,310,786,13
452,316,780,14
452,316,708,15
452,316,78,16
452,16,378,17
452,106,378,18
452,176,308,19
452,176,380,20
452,170,386,21
452,107,386,22
402,157,386,23
420,157,386,24
427,150,386,25
427,105,386,26
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
162,403,758,6
162,453,708,7
162,453,780,8
162,450,783,9
162,405,783,10
162,45,783,11
62,145,783,12
602,145,783,13
620,145,783,14
625,140,783,15
625,143,780,16
625,143,708,17
625,103,748,18
625,13,748,19
25,613,748,20
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
230,146,758,6
236,140,758,7
236,148,750,8
236,148,705,9
236,108,745,10
206,138,745,11
26,138,745,12
126,38,745,13
126,308,745,14
126,348,705,15
126,348,75,16
126,48,375,17
26,148,375,18
206,148,375,19
260,148,375,20
268,140,375,21
268,145,370,22
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
230,146,758,6
236,140,758,7
236,104,758,8
236,14,758,9
236,714,58,10
236,714,508,11
236,704,518,12
206,734,518,13
26,734,518,14
726,34,518,15
726,534,18,16
726,534,108,17
726,504,138,18
706,524,138,19
760,524,138,20
764,520,138,21
764,528,130,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,725,86,6
413,725,806,7
413,705,826,8
403,715,826,9
430,715,826,10
435,710,826,11
435,701,826,12
405,731,826,13
45,731,826,14
745,31,826,15
745,301,826,16
705,341,826,17
750,341,826,18
751,340,826,19
751,304,826,20
751,324,806,21
751,324,860,22
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,760,4
123,480,765,5
120,483,765,6
102,483,765,7
182,403,765,8
182,43,765,9
182,743,65,10
182,743,605,11
182,743,650,12
182,740,653,13
182,704,653,14
182,74,653,15
82,174,653,16
802,174,653,17
820,174,653,18
824,170,653,19
824,107,653,20
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
13,526,478,6
513,26,478,7
513,426,78,8
513,426,708,9
513,406,728,10
503,416,728,11
530,416,728,12
536,410,728,13
536,401,728,14
536,41,728,15
536,741,28,16
536,741,208,17
536,701,248,18
506,731,248,19
56,731,248,20
756,31,248,21
756,231,48,22
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
130,526,478,6
136,520,478,7
136,502,478,8
106,532,478,9
16,532,478,10
516,32,478,11
516,302,478,12
516,372,408,13
516,372,480,14
516,370,482,15
516,307,482,16
516,387,402,17
516,387,42,18
516,87,342,19
516,807,342,20
516,870,342,21
516,872,340,22
516,872,304,23
516,802,374,24
506,812,374,25
56,812,374,26
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,160,478,7
253,168,470,8
253,168,407,9
253,108,467,10
203,158,467,11
230,158,467,12
238,150,467,13
238,105,467,14
238,15,467,15
238,415,67,16
238,415,607,17
238,405,617,18
208,435,617,19
28,435,617,20
428,35,617,21
428,635,17,22
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
13,526,478,6
513,26,478,7
513,206,478,8
503,216,478,9
530,216,478,10
536,210,478,11
536,218,470,12
536,218,407,13
536,208,417,14
536,280,417,15
530,286,417,16
503,286,417,17
583,206,417,18
583,216,407,19
583,216,47,20
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,402,786,6
135,482,706,7
135,482,76,8
135,82,476,9
35,182,476,10
305,182,476,11
350,182,476,12
352,180,476,13
352,108,476,14
352,18,476,15
352,418,76,16
352,418,706,17
352,418,760,18
352,410,768,19
352,401,768,20
352,41,768,21
352,741,68,22
352,741,608,23
352,741,680,24
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
413,285,706,7
413,285,76,8
413,85,276,9
413,805,276,10
403,815,276,11
430,815,276,12
435,810,276,13
435,816,270,14
435,816,207,15
435,806,217,16
405,836,217,17
45,836,217,18
845,36,217,19
845,236,17,20
845,236,107,21
845,206,137,22
845,260,137,23
845,267,130,24
845,267,103,25
845,267,13,26
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,726,58,6
413,726,508,7
413,726,580,8
413,720,586,9
413,702,586,10
403,712,586,11
43,712,586,12
743,12,586,13
743,102,586,14
743,182,506,15
743,182,56,16
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,745,860,6
123,740,865,7
123,704,865,8
123,764,805,9
123,764,850,10
123,760,854,11
120,763,854,12
102,763,854,13
12,763,854,14
712,63,854,15
712,863,54,16
712,863,504,17
712,863,540,18
712,860,543,19
712,806,543,20
702,816,543,21
720,816,543,22
726,810,543,23
726,801,543,24
706,821,543,25
76,821,543,26
876,21,543,27
876,521,43,28
876,521,403,29
876,521,430,30
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
123,568,470,6
123,568,407,7
123,568,47,8
123,68,547,9
123,608,547,10
123,680,547,11
120,683,547,12
102,683,547,13
12,683,547,14
612,83,547,15
612,583,47,16
612,583,407,17
612,503,487,18
602,513,487,19
620,513,487,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,760,6
152,480,763,7
152,408,763,8
152,48,763,9
152,748,63,10
152,748,603,11
152,708,643,12
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
23,156,478,4
203,156,478,5
253,106,478,6
253,16,478,7
253,416,78,8
253,416,708,9
253,406,718,10
253,460,718,11
250,463,718,12
205,463,718,13
25,463,718,14
425,63,718,15
425,603,718,16
405,623,718,17
45,623,718,18
645,23,718,19
645,723,18,20
645,723,108,21
645,723,180,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,426,780,6
135,426,708,7
135,406,728,8
135,46,728,9
35,146,728,10
305,146,728,11
350,146,728,12
356,140,728,13
356,104,728,14
356,14,728,15
56,314,728,16
506,314,728,17
560,314,728,18
564,310,728,19
564,318,720,20
564,318,702,21
564,308,712,22
564,380,712,23
560,384,712,24
506,384,712,25
586,304,712,26
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
120,563,478,6
102,563,478,7
12,563,478,8
512,63,478,9
512,603,478,10
512,673,408,11
512,673,480,12
512,670,483,13
510,672,483,14
501,672,483,15
51,672,483,16
651,72,483,17
651,702,483,18
651,720,483,19
650,721,483,20
605,721,483,21
625,701,483,22
625,781,403,23
625,781,430,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
52,143,786,6
502,143,786,7
520,143,786,8
523,140,786,9
523,146,780,10
523,146,708,11
523,106,748,12
523,16,748,13
523,716,48,14
523,716,408,15
523,706,418,16
523,760,418,17
520,763,418,18
502,763,418,19
52,763,418,20
752,63,418,21
752,603,418,22
752,630,418,23
752,638,410,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
52,143,786,6
502,143,786,7
520,143,786,8
523,140,786,9
523,104,786,10
523,14,786,11
523,714,86,12
523,714,806,13
523,714,860,14
523,710,864,15
523,701,864,16
523,71,864,17
523,871,64,18
523,871,604,19
523,871,640,20
523,870,641,21
523,807,641,22
503,827,641,23
53,827,641,24
123,456,780,0
123,456,708,1
123,406,758,2
123,460,758,3
120,463,758,4
102,463,758,5
162,403,758,6
162,430,758,7
162,438,750,8
162,438,705,9
162,408,735,10
162,48,735,11
162,748,35,12
162,748,305,13
162,708,345,14
162,780,345,15
160,782,345,16
106,782,345,17
16,782,345,18
716,82,345,19
716,382,45,20
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
123,568,470,6
123,568,407,7
123,568,47,8
123,68,547,9
123,608,547,10
103,628,547,11
130,628,547,12
138,620,547,13
138,627,540,14
138,627,504,15
138,627,54,16
138,27,654,17
138,207,654,18
108,237,654,19
18,237,654,20
218,37,654,21
218,637,54,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
412,583,706,7
412,583,760,8
412,580,763,9
410,582,763,10
401,582,763,11
41,582,763,12
541,82,763,13
541,802,763,14
541,820,763,15
540,821,763,16
504,821,763,17
524,801,763,18
524,861,703,19
524,861,730,20
524,860,731,21
520,864,731,22
502,864,731,23
52,864,731,24
852,64,731,25
852,604,731,26
852,634,701,27
852,634,71,28
852,34,671,29
852,304,671,30
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,206,758,6
403,216,758,7
430,216,758,8
436,210,758,9
436,218,750,10
436,218,705,11
436,208,715,12
436,28,715,13
436,728,15,14
436,728,105,15
436,728,150,16
436,720,158,17
436,702,158,18
436,752,108,19
436,752,180,20
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
103,526,478,5
13,526,478,6
513,26,478,7
513,206,478,8
513,260,478,9
510,263,478,10
501,263,478,11
561,203,478,12
561,230,478,13
561,238,470,14
561,238,407,15
561,208,437,16
561,28,437,17
561,428,37,18
561,428,307,19
561,408,327,20
501,468,327,21
510,468,327,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,483,706,5
152,483,760,6
152,480,763,7
150,482,763,8
105,482,763,9
185,402,763,10
185,42,763,11
185,742,63,12
185,742,603,13
185,702,643,14
185,72,643,15
85,172,643,16
805,172,643,17
875,102,643,18
875,12,643,19
875,612,43,20
875,612,403,21
875,612,430,22
875,610,432,23
875,601,432,24
875,631,402,25
875,631,420,26
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,430,786,5
150,432,786,6
105,432,786,7
15,432,786,8
415,32,786,9
415,302,786,10
415,382,706,11
415,382,76,12
415,82,376,13
415,802,376,14
405,812,376,15
450,812,376,16
452,810,376,17
452,816,370,18
452,816,307,19
452,806,317,20
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
413,250,786,7
410,253,786,8
401,253,786,9
451,203,786,10
451,283,706,11
451,283,760,12
451,280,763,13
451,208,763,14
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
230,145,786,6
235,140,786,7
235,104,786,8
235,14,786,9
235,714,86,10
235,714,806,11
235,704,816,12
205,734,816,13
250,734,816,14
254,730,816,15
254,736,810,16
254,736,801,17
254,706,831,18
254,76,831,19
254,876,31,20
254,876,301,21
254,806,371,22
204,856,371,23
24,856,371,24
824,56,371,25
824,356,71,26
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,206,758,6
413,256,708,7
413,256,78,8
413,56,278,9
413,506,278,10
413,560,278,11
413,568,270,12
413,568,207,13
413,508,267,14
403,518,267,15
430,518,267,16
438,510,267,17
438,501,267,18
438,51,267,19
438,251,67,20
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,725,86,6
413,725,806,7
413,705,826,8
413,75,826,9
13,475,826,10
103,475,826,11
130,475,826,12
135,470,826,13
135,407,826,14
135,47,826,15
35,147,826,16
305,147,826,17
350,147,826,18
357,140,826,19
357,146,820,20
357,146,802,21
357,146,82,22
357,46,182,23
357,406,182,24
357,460,182,25
357,462,180,26
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
13,426,758,4
413,26,758,5
413,206,758,6
403,216,758,7
430,216,758,8
436,210,758,9
436,218,750,10
436,218,705,11
436,218,75,12
436,18,275,13
36,418,275,14
306,418,275,15
360,418,275,16
368,410,275,17
368,401,275,18
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,205,786,6
403,215,786,7
430,215,786,8
435,210,786,9
435,216,780,10
435,216,708,11
435,216,78,12
435,16,278,13
435,106,278,14
435,160,278,15
435,168,270,16
435,168,207,17
435,168,27,18
435,68,127,19
435,608,127,20
405,638,127,21
450,638,127,22
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
23,185,476,6
203,185,476,7
283,105,476,8
283,175,406,9
283,175,46,10
283,75,146,11
83,275,146,12
803,275,146,13
830,275,146,14
835,270,146,15
835,276,140,16
835,276,104,17
835,206,174,18
835,260,174,19
835,264,170,20
835,264,107,21
835,204,167,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,426,780,6
135,426,708,7
135,406,728,8
105,436,728,9
150,436,728,10
156,430,728,11
156,403,728,12
156,43,728,13
156,743,28,14
156,743,208,15
156,703,248,16
106,753,248,17
160,753,248,18
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,402,758,6
106,432,758,7
16,432,758,8
416,32,758,9
416,302,758,10
416,320,758,11
416,328,750,12
416,328,705,13
416,328,75,14
416,28,375,15
16,428,375,16
106,428,375,17
126,408,375,18
126,480,375,19
120,486,375,20
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,753,86,6
412,753,806,7
412,703,856,8
412,730,856,9
412,736,850,10
412,736,805,11
412,706,835,12
412,76,835,13
12,476,835,14
102,476,835,15
172,406,835,16
172,460,835,17
170,462,835,18
107,462,835,19
167,402,835,20
167,42,835,21
67,142,835,22
607,142,835,23
647,102,835,24
647,12,835,25
647,812,35,26
647,812,305,27
647,812,350,28
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,402,758,6
136,42,758,7
36,142,758,8
306,142,758,9
346,102,758,10
346,12,758,11
346,712,58,12
346,712,508,13
346,712,580,14
346,710,582,15
340,716,582,16
304,716,582,17
314,706,582,18
314,76,582,19
14,376,582,20
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,760,4
123,480,765,5
123,408,765,6
103,428,765,7
130,428,765,8
138,420,765,9
138,402,765,10
138,462,705,11
138,462,750,12
138,460,752,13
130,468,752,14
103,468,752,15
163,408,752,16
163,480,752,17
163,482,750,18
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
412,583,706,7
412,583,760,8
412,580,763,9
410,582,763,10
401,582,763,11
481,502,763,12
481,520,763,13
481,523,760,14
481,523,706,15
481,503,726,16
481,530,726,17
480,531,726,18
408,531,726,19
48,531,726,20
548,31,726,21
548,301,726,22
508,341,726,23
580,341,726,24
581,340,726,25
581,304,726,26
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,402,786,6
135,482,706,7
135,482,76,8
135,82,476,9
35,182,476,10
305,182,476,11
350,182,476,12
352,180,476,13
352,108,476,14
352,178,406,15
352,178,46,16
352,78,146,17
352,708,146,18
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
243,106,758,6
243,156,708,7
243,156,78,8
243,56,178,9
243,506,178,10
243,560,178,11
243,568,170,12
243,568,107,13
243,508,167,14
243,580,167,15
240,583,167,16
204,583,167,17
284,503,167,18
284,530,167,19
284,537,160,20
284,537,106,21
284,537,16,22
284,37,516,23
284,307,516,24
284,317,506,25
284,317,560,26
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,576,408,5
123,576,480,6
123,570,486,7
123,507,486,8
123,57,486,9
23,157,486,10
203,157,486,11
230,157,486,12
237,150,486,13
237,105,486,14
237,15,486,15
37,215,486,16
307,215,486,17
317,205,486,18
317,285,406,19
317,285,46,20
317,85,246,21
317,805,246,22
317,850,246,23
317,856,240,24
317,856,204,25
317,806,254,26
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
243,105,786,6
243,185,706,7
243,185,760,8
243,180,765,9
240,183,765,10
204,183,765,11
24,183,765,12
124,83,765,13
124,803,765,14
124,863,705,15
124,863,75,16
124,63,875,17
124,603,875,18
104,623,875,19
14,623,875,20
614,23,875,21
614,203,875,22
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
412,530,786,7
410,532,786,8
401,532,786,9
431,502,786,10
431,582,706,11
431,582,76,12
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
13,425,786,4
413,25,786,5
413,725,86,6
413,725,806,7
413,705,826,8
413,750,826,9
410,753,826,10
401,753,826,11
41,753,826,12
741,53,826,13
741,503,826,14
741,530,826,15
740,531,826,16
704,531,826,17
74,531,826,18
574,31,826,19
574,831,26,20
574,831,206,21
574,801,236,22
504,871,236,23
54,871,236,24
854,71,236,25
854,271,36,26
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,745,860,6
123,740,865,7
120,743,865,8
102,743,865,9
142,703,865,10
142,730,865,11
142,735,860,12
142,735,806,13
142,705,836,14
142,750,836,15
140,752,836,16
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
152,403,786,4
152,43,786,5
52,143,786,6
502,143,786,7
542,103,786,8
542,130,786,9
540,132,786,10
504,132,786,11
534,102,786,12
534,182,706,13
534,182,76,14
534,82,176,15
34,582,176,16
304,582,176,17
384,502,176,18
384,52,176,19
84,352,176,20
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
23,145,786,4
203,145,786,5
230,145,786,6
235,140,786,7
235,146,780,8
235,146,708,9
235,106,748,10
205,136,748,11
250,136,748,12
256,130,748,13
256,138,740,14
256,138,704,15
256,108,734,16
256,18,734,17
256,718,34,18
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
412,530,786,7
410,532,786,8
401,532,786,9
41,532,786,10
541,32,786,11
541,302,786,12
501,342,786,13
510,342,786,14
512,340,786,15
512,346,780,16
512,346,708,17
512,346,78,18
512,46,378,19
12,546,378,20
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,402,758,6
136,452,708,7
136,452,780,8
136,450,782,9
136,405,782,10
106,435,782,11
16,435,782,12
416,35,782,13
416,305,782,14
416,385,702,15
416,385,72,16
416,85,372,17
416,805,372,18
416,875,302,19
416,875,320,20
416,870,325,21
410,876,325,22
401,876,325,23
471,806,325,24
123,456,780,0
123,456,708,1
123,406,758,2
103,426,758,3
130,426,758,4
136,420,758,5
136,402,758,6
136,452,708,7
136,452,780,8
136,450,782,9
130,456,782,10
103,456,782,11
153,406,782,12
153,460,782,13
153,462,780,14
153,462,708,15
153,402,768,16
103,452,768,17
13,452,768,18
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,745,860,6
123,740,865,7
120,743,865,8
102,743,865,9
142,703,865,10
142,73,865,11
42,173,865,12
402,173,865,13
472,103,865,14
472,13,865,15
472,813,65,16
472,813,605,17
472,803,615,18
472,830,615,19
470,832,615,20
407,832,615,21
47,832,615,22
847,32,615,23
847,632,15,24
847,632,105,25
847,632,150,26
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
402,513,786,7
420,513,786,8
423,510,786,9
423,501,786,10
423,581,706,11
423,581,760,12
423,580,761,13
420,583,761,14
402,583,761,15
42,583,761,16
542,83,761,17
542,803,761,18
542,830,761,19
540,832,761,20
504,832,761,21
54,832,761,22
854,32,761,23
854,302,761,24
123,456,780,0
123,450,786,1
120,453,786,2
102,453,786,3
12,453,786,4
412,53,786,5
412,503,786,6
402,513,786,7
420,513,786,8
423,510,786,9
423,501,786,10
403,521,786,11
43,521,786,12
543,21,786,13
543,201,786,14
543,281,706,15
543,281,76,16
543,81,276,17
543,801,276,18
543,871,206,19
543,871,260,20
543,870,261,21
543,807,261,22
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,576,408,5
123,576,480,6
123,570,486,7
123,507,486,8
123,587,406,9
123,587,46,10
123,87,546,11
123,807,546,12
103,827,546,13
130,827,546,14
137,820,546,15
137,826,540,16
137,826,504,17
137,826,54,18
137,26,854,19
137,206,854,20
107,236,854,21
17,236,854,22
217,36,854,23
217,306,854,24
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
230,146,758,6
236,140,758,7
236,148,750,8
236,148,705,9
236,108,745,10
206,138,745,11
260,138,745,12
268,130,745,13
268,103,745,14
268,13,745,15
268,713,45,16
268,713,405,17
268,713,450,18
268,710,453,19
268,701,453,20
208,761,453,21
280,761,453,22
123,456,780,0
123,456,708,1
123,456,78,2
123,56,478,3
123,506,478,4
123,560,478,5
123,568,470,6
123,568,407,7
123,508,467,8
103,528,467,9
130,528,467,10
138,520,467,11
138,527,460,12
138,527,406,13
138,527,46,14
138,27,546,15
138,207,546,16
108,237,546,17
18,237,546,18
218,37,546,19
218,307,546,20
218,370,546,21
210,378,546,22
201,378,546,23
271,308,546,24
123,456,780,0
123,450,786,1
123,405,786,2
123,485,706,3
123,485,76,4
123,85,476,5
123,805,476,6
123,875,406,7
123,875,460,8
123,870,465,9
120,873,465,10
102,873,465,11
172,803,465,12
172,863,405,13
172,863,450,14
172,860,453,15
170,862,453,16
107,862,453,17
167,802,453,18
167,852,403,19
167,852,43,20
167,52,843,21
167,502,843,22
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
23,146,758,4
203,146,758,5
243,106,758,6
243,156,708,7
243,156,78,8
243,56,178,9
243,506,178,10
243,560,178,11
240,563,178,12
204,563,178,13
24,563,178,14
524,63,178,15
524,163,78,16
524,163,708,17
524,103,768,18
504,123,768,19
54,123,768,20
154,23,768,21
154,203,768,22
123,456,780,0
123,450,786,1
123,405,786,2
103,425,786,3
130,425,786,4
135,420,786,5
135,402,786,6
135,42,786,7
35,142,786,8
305,142,786,9
350,142,786,10
352,140,786,11
352,104,786,12
123,456,780,0
123,450,786,1
123,405,786,2
123,45,786,3
123,745,86,4
123,745,806,5
123,705,846,6
103,725,846,7
130,725,846,8
135,720,846,9
135,726,840,10
135,726,804,11
135,706,824,12
135,760,824,13
135,764,820,14
135,764,802,15
135,764,82,16
135,64,782,17
135,604,782,18
105,634,782,19
150,634,782,20
154,630,782,21
154,603,782,22
154,683,702,23
154,683,72,24
123,456,780,0
123,456,708,1
123,406,758,2
123,46,758,3
123,746,58,4
123,746,508,5
123,706,548,6
103,726,548,7
13,726,548,8
713,26,548,9
713,526,48,10
713,526,408,11
713,526,480,12
713,520,486,13
713,502,486,14
703,512,486,15
730,512,486,16
732,510,486,17
732,501,486,18
